"Chromosome","Start","Stop","Name","BioType","Function","Length","Fmean","Mmean","quotient","value"
"chr1",6018721,6052455,"LOC_00000031","protein_coding","POLE2:_DNA_polymerase_epsilon_subunit_2_(Gallus_gallus)",1494,39.7815666666667,125.453,0.31710335079007,-1.65697497259327
"chr1",6057054,6087198,"LOC_00000032","protein_coding","KLHDC1:_Kelch_domain-containing_protein_1_(Homo_sapiens)",894.333,4.04436666666667,12.6678733333333,0.319261691386242,-1.64718864239519
"chr1",6091846,6120787,"LOC_00000033","protein_coding","KLHDC2:_Kelch_domain-containing_protein_2_(Homo_sapiens)",1284,26.6407333333333,31.9938,0.832684249239957,-0.264158560176232
"chr1",6121776,6152800,"LOC_00000034","protein_coding","Nemf:_Ribosome_quality_control_complex_subunit_NEMF_(Mus_musculus)",1973.25,2.21961,37.2691666666667,0.0595562015070545,-4.06960444797175
"chr1",6162041,6206735,"LOC_00000035","protein_coding","Arf6:_ADP-ribosylation_factor_6_(Rattus_norvegicus)",960,15.8226166666667,8.42761666666667,1.87747227863947,0.908791606133893
"chr1",6241383,6252536,"LOC_00000036","protein_coding","Vcpkmt:_Protein_N-lysine_methyltransferase_METTL21D_(Mus_musculus)",616.277,437.969666666667,162.87,2.68907513149547,1.42711006399535
"chr1",6241431,6249685,"LOC_00000037","protein_coding","function_unknown",573,32.2262333333333,13.2217833333333,2.43735905519553,1.28531879475985
"chr1",6252681,6304380,"LOC_00000038","protein_coding","SOS2:_Son_of_sevenless_homolog_2_(Homo_sapiens)",3981,50.9707333333333,167.915666666667,0.303549599302825,-1.71999582611052
"chr1",6307606,6346315,"LOC_00000039","protein_coding","L2HGDH:_L-2-hydroxyglutarate_dehydrogenase,_mitochondrial_(Bos_taurus)",786,31.0609333333333,58.2052,0.533645332948488,-0.906046866816938
"chr1",6397940,6509961,"LOC_00000042","protein_coding","MAP4K5:_Mitogen-activated_protein_kinase_kinase_kinase_kinase_5_(Homo_sapiens)",2617.5,0.56012,0.174183333333333,3.21569227825089,1.6851293561803
"chr1",6548633,6593342,"LOC_00000043","protein_coding","ATL1:_Atlastin-1_(Macaca_fascicularis)",1374,1.08982666666667,10.5133333333333,0.103661382371592,-3.27004955693054
"chr1",6629968,6784357,"LOC_00000045","protein_coding","NIN:_Ninein_(Homo_sapiens)",5899.36,1.14773333333333,83.4299333333333,0.0137568530559376,-6.18370570518788
"chr1",6839434,6882891,"LOC_00000047","protein_coding","PYGL:_Glycogen_phosphorylase,_liver_form_(Bos_taurus)",2580,1.12642666666667,1.47883,0.761701254820816,-0.392702822494065
"chr1",6903486,6986488,"LOC_00000048","protein_coding","TRIM9:_E3_ubiquitin-protein_ligase_TRIM9_(Bos_taurus)",2183.65,4.6685,0.498053333333333,9.37349413717406,3.22858693846076
"chr1",7037868,7083729,"LOC_00000049","protein_coding","DDHD1:_Phospholipase_DDHD1_(Homo_sapiens)",2097,7.79083333333333,0.999641666666667,7.79362604933435,2.9622947103479
"chr1",7038022,7083729,"LOC_00000050","protein_coding","function_unknown",327,1051.17833333333,17.0844666666667,61.528308365884,5.94317842310483
"chr1",7116644,7275712,"LOC_00000051","protein_coding","FERMT2:_Fermitin_family_homolog_2_(Homo_sapiens)",2229,3.71058666666667,8.46271666666667,0.438462826161024,-1.18947356187878
"chr1",7292586,7323311,"LOC_00000052","protein_coding","GNPNAT1:_Glucosamine_6-phosphate_N-acetyltransferase_(Pongo_abelii)",654,140.598666666667,130.7278,1.07550702043993,0.105016942074605
"chr1",7302367,7309702,"LOC_00000053","protein_coding","function_unknown",840,160.248666666667,60.79,2.6361024291276,1.398406429194
"chr1",7373311,7395529,"LOC_00000055","protein_coding","Psmc6:_26S_proteasome_regulatory_subunit_10B_(Mus_musculus)",1170,1.36515,1.07001266666667,1.27582601825897,0.351431605193255
"chr1",7440182,7468665,"LOC_00000057","protein_coding","GPR137C:_Integral_membrane_protein_GPR137C_(Homo_sapiens)",744,5.14058333333333,51.4692,0.0998768842984413,-3.32370537328732
"chr1",7468779,7523387,"LOC_00000058","protein_coding","TXNDC16:_Thioredoxin_domain-containing_protein_16_(Homo_sapiens)",2161.5,1.96306,16.3366666666667,0.120162823913487,-3.05693747214465
"chr1",7554499,7571866,"LOC_00000059","protein_coding","Ptger2:_Prostaglandin_E2_receptor_EP2_subtype_(Rattus_norvegicus)",1140,13.1130733333333,4.95304333333333,2.64747801520008,1.40461870405009
"chr1",7590818,7611183,"LOC_00000060","protein_coding","Ptgdr:_Prostaglandin_D2_receptor_(Mus_musculus)",1104,15.3063,3.68130333333333,4.15784808097857,2.05583704611768
"chr1",7681904,7751136,"LOC_00000061","protein_coding","NID2:_Nidogen-2_(Homo_sapiens)",4620,5.78979333333333,14.0302333333333,0.412665505681778,-1.27695524501267
"chr1",8750719,8767424,"LOC_00000067","protein_coding","CDKN3:_Cyclin-dependent_kinase_inhibitor_3_(Homo_sapiens)",572,3.04294666666667,7.71890666666667,0.394219906791635,-1.34292746537445
"chr1",8819484,8821867,"LOC_00000069","protein_coding","Heat_shock_70_kDa_protein_(Gallus_gallus)",1908,2.34784666666667,0.717763333333333,3.27105963432701,1.70975806127443
"chr1",8832563,8923960,"LOC_00000070","protein_coding","CGRRF1:_Cell_growth_regulator_with_RING_finger_domain_protein_1_(Homo_sapiens)",438,5.82406666666667,0.892533333333333,6.52532118314909,2.70604891439248
"chr1",8832599,8851658,"LOC_00000071","protein_coding","function_unknown",447,4.90326666666667,2.35502166666667,2.08204736969865,1.05800289248551
"chr1",8859194,9040348,"LOC_00000072","protein_coding","SAMD4A:_Protein_Smaug_homolog_1_(Homo_sapiens)",2118,2.09363,0.662253333333333,3.16137329118766,1.6605513970104
"chr1",9148255,9199371,"LOC_00000074","protein_coding","WDHD1:_WD_repeat_and_HMG-box_DNA-binding_protein_1_(Homo_sapiens)",3381,3.66345333333333,5.68122666666667,0.644834918280559,-0.632998225918792
"chr1",9238559,9253496,"LOC_00000076","protein_coding","Mapk1ip1l:_MAPK-interacting_and_spindle-stabilizing_protein-like_(Mus_musculus)",726,14.59947,1.03334666666667,14.1283370537154,3.82051976115763
"chr1",9264024,9300546,"LOC_00000078","protein_coding","Lgals3:_Galectin-3_(Rattus_norvegicus)",786.75,2.34756666666667,223.622,0.0104979235793735,-6.57375218931002
"chr1",9302288,9331752,"LOC_00000079","protein_coding","DLGAP5:_Disks_large-associated_protein_5_(Homo_sapiens)",1695,22.7395333333333,17.32375,1.31262188229069,0.392451389112029
"chr1",9314737,9323022,"LOC_00000080","protein_coding","LINE-1_retrotransposable_element_ORF2_protein_(Homo_sapiens)",1041,49.3209666666667,21.3469666666667,2.31044379451257,1.2081699939129
"chr1",9331790,9338874,"LOC_00000081","protein_coding","Imp3:_U3_small_nucleolar_ribonucleoprotein_protein_IMP3_(Mus_musculus)",564,3.4976,0.437716666666667,7.99055705745726,2.99829608338065
"chr1",9348097,9430438,"LOC_00000083","protein_coding","FBXO34:_F-box_only_protein_34_(Homo_sapiens)",1692,15.5959666666667,9.89812666666667,1.57564832133218,0.655945566718908
"chr1",9348212,9427137,"LOC_00000084","protein_coding","function_unknown",297,9.83153333333333,0.35944,27.3523629349358,4.77359356583062
"chr1",9373606,9421494,"LOC_00000082","protein_coding","function_unknown",669,43.6369,1.34626333333333,32.4133465716217,5.01851607675978
"chr1",9434502,9447802,"LOC_00000085","protein_coding","CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)",3144,148.722666666667,10.35251,14.3658558810053,3.84457204240443
"chr1",9478041,9498091,"LOC_00000086","protein_coding","ATG14:_Beclin_1-associated_autophagy-related_key_regulator_(Homo_sapiens)",1140,13.2015666666667,11.19781,1.17894183475757,0.237492542086281
"chr1",9672369,9838680,"LOC_00000089","protein_coding","Slc35f4:_Solute_carrier_family_35_member_F4_(Mus_musculus)",1434,5.0047,0.47272,10.5870282619733,3.4042257821049
"chr1",9870379,9892481,"LOC_00000091","protein_coding","NAA30:_N-alpha-acetyltransferase_30_(Homo_sapiens)",879,13.7930366666667,0.42726,32.2825367847837,5.01268204596366
"chr1",9963297,9978964,"LOC_00000092","protein_coding","AP5M1:_AP-5_complex_subunit_mu-1_(Homo_sapiens)",1461,1.05539,35.5074333333333,0.0297230720703552,-5.07227295439559
"chr1",9978474,10013989,"LOC_00000093","protein_coding","EXOC5:_Exocyst_complex_component_5_(Homo_sapiens)",1975.5,0.879653333333333,18.1723333333333,0.0484061852266265,-4.36866478637296
"chr1",10608907,10756671,"LOC_00000095","protein_coding","Tmem260:_Protein_O-mannosyl-transferase_TMEM260_(Mus_musculus)",1281,24.71639,39.5413333333333,0.625077303075263,-0.677893476525549
"chr1",11162119,11302291,"LOC_00000097","protein_coding","KTN1:_Kinectin_(Gallus_gallus)",3550.5,1.90789666666667,0.556803333333333,3.42651804048108,1.77674328275117
"chr1",11162170,11301873,"LOC_00000098","protein_coding","function_unknown",255,26110.9333333333,0.343653333333333,75980.4454101032,16.2133405488973
"chr1",11327463,11363330,"LOC_00000099","protein_coding","Psma3:_Proteasome_subunit_alpha_type-3_(Mus_musculus)",687,25.5048566666667,479.107,0.0532341557661789,-4.23150399399358
"chr1",11363606,11443684,"LOC_00000100","protein_coding","ARID4A:_AT-rich_interactive_domain-containing_protein_4A_(Homo_sapiens)",3437.88,20.7107333333333,12.5283933333333,1.65310369672302,0.72517722557141
"chr1",11446637,11450730,"LOC_00000101","protein_coding","function_unknown",558,899.205333333333,65.6536,13.6962075702373,3.77570456639172
"chr1",11448142,11454964,"LOC_00000102","protein_coding","TOMM20L:_TOMM20-like_protein_1_(Homo_sapiens)",447,24.6673666666667,38.3161333333333,0.643785385442512,-0.635348268287567
"chr1",11451761,11464310,"LOC_00000103","protein_coding","Timm9:_Mitochondrial_import_inner_membrane_translocase_subunit_Tim9_(Rattus_norvegicus)",135,85.6323333333333,11.9731333333333,7.15204040156573,2.8383548862659
"chr1",11464308,11579132,"LOC_00000104","protein_coding","TALPID3:_TALPID3_protein_(Gallus_gallus)",3768,1.50441666666667,0.748497333333333,2.0099158669904,1.00713511293849
"chr1",11528419,11545885,"LOC_00000105","protein_coding","function_unknown",363,383.811,160.105666666667,2.3972355756719,1.26137168919309
"chr1",12027608,12045169,"LOC_00000107","protein_coding","KCNK16:_Potassium_channel_subfamily_K_member_16_(Homo_sapiens)",501,26.5023,14.3210433333333,1.85058444298635,0.887980967952709
"chr1",12390349,12423022,"LOC_00000112","protein_coding","JKAMP:_JNK1/MAPK8-associated_membrane_protein_(Homo_sapiens)",1845,117.922433333333,98.6383,1.19550350455486,0.257618359239421
"chr1",12391432,12406863,"LOC_00000110","protein_coding","L3HYPDH:_Trans-3-hydroxy-L-proline_dehydratase_(Homo_sapiens)",1074.82,46.0623,27.3412333333333,1.68471917262937,0.752508127300109
"chr1",12391572,12405790,"LOC_00000111","protein_coding","function_unknown",333,24.1280666666667,15.0146666666667,1.6069665216233,0.684339873262447
"chr1",12417679,12494736,"LOC_00000113","protein_coding","Ccdc175:_Coiled-coil_domain-containing_protein_175_(Mus_musculus)",2217,8.06960666666667,2.82081,2.86074094556764,1.51638886030834
"chr1",12713357,12806894,"LOC_00000115","protein_coding","LRRC9:_Leucine-rich_repeat-containing_protein_9_(Homo_sapiens)",4515,0.312123333333333,14.3408333333333,0.0217646580277762,-5.52186883748752
"chr1",12834541,12861121,"LOC_00000116","protein_coding","pcnx4:_Pecanex-like_protein_4_(Xenopus_laevis)",2177.98,59.1325666666667,51.4936333333333,1.14834714194441,0.199558830389783
"chr1",12859925,12898824,"LOC_00000117","protein_coding","DHRS7:_Dehydrogenase/reductase_SDR_family_member_7_(Homo_sapiens)",1008,29.4867666666667,33.9084333333333,0.869599794741328,-0.201576495053078
"chr1",12899949,12902745,"LOC_00000118","protein_coding","function_unknown",396,77.4046333333333,26.0235,2.9744128704184,1.57260491798993
"chr1",12936873,12994195,"LOC_00000119","protein_coding","PPM1A:_Protein_phosphatase_1A_(Bos_taurus)",1109.25,3.3985,2.57485666666667,1.31987929425198,0.400405998108999
"chr1",13296379,13320019,"LOC_00000122","protein_coding","Six4:_Homeobox_protein_SIX4_(Mus_musculus)",1880,2.47729,0.34832,7.11210955443271,2.83027754751125
"chr1",13326776,13495427,"LOC_00000123","protein_coding","MNAT1:_CDK-activating_kinase_assembly_factor_MAT1_(Homo_sapiens)",798.375,10.4842333333333,369.297333333333,0.0283896805825839,-5.13848957264319
"chr1",13450115,13506981,"LOC_00000125","protein_coding","TRMT5:_tRNA_(guanine(37)-N(1))-methyltransferase_(Bos_taurus)",1416,11.4521833333333,60.1738333333333,0.190318327733816,-2.3935135944552
"chr1",13463918,13506911,"LOC_00000124","protein_coding","function_unknown",396,137.308666666667,12.4572433333333,11.0223958055996,3.46236593414946
"chr1",13506809,13587676,"LOC_00000126","protein_coding","Slc38a6:_Solute_carrier_family_38_member_6_(Rattus_norvegicus)",1563,15.4324766666667,3.929666,3.92717260618757,1.97349100839859
"chr1",13986936,14054955,"LOC_00000128","protein_coding","HIF1A:_Hypoxia-inducible_factor_1-alpha_(Gallus_gallus)",1932,10.8892,6.89306,1.57973381923268,0.659681488766849
"chr1",15210685,15236307,"LOC_00000135","protein_coding","function_unknown",495,510.041,164.205666666667,3.10611083255348,1.63510930903059
"chr1",15276402,15316257,"LOC_00000137","protein_coding","gag:_Gag_polyprotein_(Fragment)_(Avian_spleen_necrosis_virus)",483,48.4422,0.771359,62.8011081740149,5.97271811169615
"chr1",15277659,15278873,"LOC_00000136","protein_coding","WDR89:_WD_repeat-containing_protein_89_(Bos_taurus)",1152,11.7606166666667,4.90418666666667,2.39807688124976,1.26187791163779
"chr1",15336455,15368267,"LOC_00000138","protein_coding","SGPP1:_Sphingosine-1-phosphate_phosphatase_1_(Homo_sapiens)",1299,29.3322133333333,1.64391033333333,17.8429520993744,4.15728242240938
"chr1",16057270,16072894,"LOC_00000143","protein_coding","AKAP5:_A-kinase_anchor_protein_5_(Bos_taurus)",1485,1.03251333333333,0.937456,1.10139924789359,0.139337528436586
"chr1",16203626,16481870,"LOC_00000148","protein_coding","Brf1:_Transcription_factor_IIIB_90_kDa_subunit_(Mus_musculus)",336,28.1998666666667,33.6323333333333,0.838474880323498,-0.254160531819942
"chr1",16313448,16319468,"LOC_00000149","protein_coding","btbd6:_BTB/POZ_domain-containing_protein_6_(Xenopus_laevis)",1668.27,94.0080333333333,78.6785333333333,1.1948371347373,0.256813981453021
"chr1",17299768,17303024,"LOC_00000150","protein_coding","function_unknown",189,285.928,58.8098,4.86191076997371,2.28152341601211
"chr1",17304203,17377192,"LOC_00000151","protein_coding","NUDT14:_Uridine_diphosphate_glucose_pyrophosphatase_NUDT14_(Homo_sapiens)",471,20.8203,44.6103,0.466715085977902,-1.09938599352971
"chr1",17464261,17590407,"LOC_00000152","protein_coding","JAG2:_Protein_jagged-2_(Homo_sapiens)",2699,1.18574333333333,0.224185333333333,5.28912090591713,2.40302795484103
"chr1",17869494,17892744,"LOC_00000153","protein_coding","Gpr132:_Probable_G-protein_coupled_receptor_132_(Mus_musculus)",1044,16.10972,5.77809,2.78807010621157,1.4792668383269
"chr1",17899799,17933840,"LOC_00000154","protein_coding","CDCA4:_Cell_division_cycle-associated_protein_4_(Homo_sapiens)",777,21.3474066666667,11.7172033333333,1.82188582542876,0.86543255066085
"chr1",17944093,17975137,"LOC_00000156","protein_coding","Sertad2:_SERTA_domain-containing_protein_2_(Mus_musculus)",852,16.9929666666667,11.2143566666667,1.51528680349326,0.599590883346503
"chr1",17977224,18004084,"LOC_00000157","protein_coding","Clba1:_Uncharacterized_protein_CLBA1_(Mus_musculus)",751,6.99516666666667,3.99025333333333,1.75306329756841,0.809878088190663
"chr1",18046807,18081318,"LOC_00000158","protein_coding","adss1-a:_Adenylosuccinate_synthetase_isozyme_1_A_(Xenopus_laevis)",1395,1.11265,0.59971,1.85531340147738,0.891662908984548
"chr1",18088563,18094617,"LOC_00000159","protein_coding","SIVA1:_Apoptosis_regulatory_protein_Siva_(Homo_sapiens)",531,20.0407,15.7015533333333,1.27635142680151,0.352025611155444
"chr1",18200311,18244104,"LOC_00000161","protein_coding","Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)",1845,29.3973333333333,0.385827,76.1930433415322,6.25158737613834
"chr1",18753753,18843929,"LOC_00000164","protein_coding","Inf2:_Inverted_formin-2_(Mus_musculus)",2439,9.6181,0.57721,16.6630862251174,4.05858372664227
"chr1",19960756,19969081,"LOC_00000167","protein_coding","function_unknown",324,27.6663666666667,2.33623066666667,11.8423095208064,3.56587856177412
"chr1",19969339,19982820,"LOC_00000168","protein_coding","function_unknown",102,6752.8555,122.391566666667,55.1741895615357,5.78592162819804
"chr1",20451051,20475390,"LOC_00000169","protein_coding","function_unknown",282,10.8277666666667,0.300754666666667,36.0019905482209,5.17000477018276
"chr1",20738319,20937069,"LOC_00000170","protein_coding","KIF26A:_Kinesin-like_protein_KIF26A_(Homo_sapiens)",5856,1.82707666666667,0.130531666666667,13.99719097537,3.80706542402041
"chr1",21321678,21336822,"LOC_00000174","protein_coding","function_unknown",495,81.1782666666667,28.3266,2.86579634218956,1.51893608812311
"chr1",21352280,21448943,"LOC_00000175","protein_coding","Ppp1r13b:_Apoptosis-stimulating_of_p53_protein_1_(Mus_musculus)",3432,248.52,609.145,0.407981679238933,-1.29342372667242
"chr1",21352298,21367115,"LOC_00000176","protein_coding","function_unknown",444,2361.04,124.802,18.9182865659204,4.24170952422063
"chr1",21447128,21471875,"LOC_00000177","protein_coding","ZFYVE21:_Zinc_finger_FYVE_domain-containing_protein_21_(Homo_sapiens)",729,18.4479333333333,68.7789333333333,0.268220695484276,-1.89850753728467
"chr1",21471447,21492278,"LOC_00000178","protein_coding","XRCC3:_DNA_repair_protein_XRCC3_(Homo_sapiens)",1065,18.4953066666667,43.6791666666667,0.423435428789469,-1.2397861103777
"chr1",21495756,21552600,"LOC_00000179","protein_coding","KLC1:_Kinesin_light_chain_1_(Pongo_abelii)",1670.33,0.898916666666667,14.6861866666667,0.0612083100310133,-4.03012865406832
"chr1",21752005,21823912,"LOC_00000182","protein_coding","Trmt61a:_tRNA_(adenine(58)-N(1))-methyltransferase_catalytic_subunit_TRMT61A_(Rattus_norvegicus)",766.5,3.15808,0.641822666666667,4.92048686345346,2.29880107181229
"chr1",21888000,21985417,"LOC_00000184","protein_coding","MARK3:_MAP/microtubule_affinity-regulating_kinase_3_(Homo_sapiens)",2255.25,2.00891333333333,2.22312,0.903645927045474,-0.146170498528933
"chr1",22042955,22087750,"LOC_00000185","protein_coding","EIF5:_Eukaryotic_translation_initiation_factor_5_(Homo_sapiens)",1038,85.249,79.7023,1.06959272191643,0.0970615537050893
"chr1",22131021,22170518,"LOC_00000186","protein_coding","Tnfaip2:_Tumor_necrosis_factor_alpha-induced_protein_2_(Mus_musculus)",2019,0.760196666666667,0.948948666666667,0.801093561084794,-0.319957347596116
"chr1",22617078,22783701,"LOC_00000189","protein_coding","CDC42BPB:_Serine/threonine-protein_kinase_MRCK_beta_(Homo_sapiens)",3169.93,0.360506666666667,25.1049,0.0143600120560794,-6.12179922938545
"chr1",23246593,23453823,"LOC_00000192","protein_coding","RCOR1:_REST_corepressor_1_(Homo_sapiens)",1047,5.64595333333333,3.46139,1.6311231422444,0.705865702956614
"chr1",23597525,23664965,"LOC_00000194","protein_coding","TECPR2:_Tectonin_beta-propeller_repeat-containing_protein_2_(Homo_sapiens)",4329,2.71281,1.34471933333333,2.01738008278307,1.01248291929442
"chr1",23664571,23689789,"LOC_00000195","protein_coding","CINP:_Cyclin-dependent_kinase_2-interacting_protein_(Bos_taurus)",322.2,26.5743666666667,340.818666666667,0.077972157237084,-3.68089713999156
"chr1",23671838,23795576,"LOC_00000196","protein_coding","ZNF839:_Zinc_finger_protein_839_(Homo_sapiens)",1494.75,30.2453866666667,220.242,0.13732796953654,-2.8643026063128
"chr1",23695709,23717055,"LOC_00000197","protein_coding","MOK:_MAPK/MAK/MRK_overlapping_kinase_(Homo_sapiens)",1263,94.9035333333333,296.901,0.319647065295615,-1.64544824647934
"chr1",23817982,23826546,"LOC_00000198","protein_coding","HSP90AA1:_Heat_shock_protein_HSP_90-alpha_(Gallus_gallus)",1749,15.0465933333333,5.02986666666667,2.99144974021843,1.58084482426756
"chr1",23883994,23956011,"LOC_00000199","protein_coding","DYNC1H1:_Cytoplasmic_dynein_1_heavy_chain_1_(Homo_sapiens)",12237,2.87045666666667,0.511588333333333,5.61087202275267,2.4882250070433
"chr1",24941586,24953341,"LOC_00000202","protein_coding","DLK1:_Protein_delta_homolog_1_(Homo_sapiens)",757.5,12.3178333333333,0.387823333333333,31.7614549580135,4.98920509718663
"chr1",25274858,25516131,"LOC_00000203","protein_coding","BEGAIN:_Brain-enriched_guanylate_kinase-associated_protein_(Homo_sapiens)",1815,0.871843333333333,0.387986666666667,2.24709612014159,1.16806183750655
"chr1",25567058,25771277,"LOC_00000204","protein_coding","WDR25:_WD_repeat-containing_protein_25_(Homo_sapiens)",1509,1.01731666666667,1.18629766666667,0.857555987212878,-0.221697231371452
"chr1",25850410,25879267,"LOC_00000207","protein_coding","Slc25a29:_Mitochondrial_basic_amino_acids_transporter_(Rattus_norvegicus)",726,5.30776,87.1167666666667,0.0609269627775442,-4.03677536629116
"chr1",25873015,25898508,"LOC_00000208","protein_coding","Yy1:_Transcriptional_repressor_protein_YY1_(Mus_musculus)",819,62.9796666666667,7.80719,8.06688023048839,3.01201083630096
"chr1",25925971,25957582,"LOC_00000209","protein_coding","DEGS2:_Sphingolipid_delta(4)-desaturase/C4-monooxygenase_DES2_(Homo_sapiens)",913.5,3.94876666666667,2.51768666666667,1.56841068388176,0.649303374517982
"chr1",26206539,26424335,"LOC_00000211","protein_coding","EML1:_Echinoderm_microtubule-associated_protein-like_1_(Homo_sapiens)",1488,3.02379666666667,2.15780666666667,1.40132881846072,0.486795520438007
"chr1",26368388,26415053,"LOC_00000213","protein_coding","function_unknown",480,784.422666666667,297.274666666667,2.63871346812824,1.39983470020813
"chr1",26368497,26439592,"LOC_00000212","protein_coding","function_unknown",381,310.576666666667,0.538276666666667,576.983335707164,9.17238584167874
"chr1",26525230,26662101,"LOC_00000215","protein_coding","CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)",1512,19.2318333333333,60.1734666666667,0.319606537543679,-1.64563117602891
"chr1",26643072,26708448,"LOC_00000216","protein_coding","CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)",1227,11.22734,1335.88666666667,0.00840441055378949,-6.89463764556297
"chr1",26662043,26708448,"LOC_00000217","protein_coding","F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)",837,65.195,2.46749333333333,26.4215506154694,4.72364323216108
"chr1",26720464,26765543,"LOC_00000218","protein_coding","Hhipl1:_HHIP-like_protein_1_(Mus_musculus)",1444.1,3150.26,1953.03,1.6130115768831,0.689756793020462
"chr1",27038815,27066286,"LOC_00000220","protein_coding","CCNK:_Cyclin-K_(Homo_sapiens)",1319.14,14.5234833333333,2.01327666666667,7.21385370118033,2.85077016519343
"chr1",27065927,27134568,"LOC_00000221","protein_coding","SETD3:_Actin-histidine_N-methyltransferase_(Gallus_gallus)",1989,4.6014,12.1024233333333,0.380204846026705,-1.39515117443656
"chr1",30112621,30153839,"LOC_00000224","protein_coding","VRK1:_Serine/threonine-protein_kinase_VRK1_(Bos_taurus)",831,5.46024666666667,18.4318333333333,0.296240019531427,-1.75516154514673
"chr1",30379453,30442143,"LOC_00000225","protein_coding","Papola:_Poly(A)_polymerase_alpha_(Mus_musculus)",1473,3.07793666666667,11.9818666666667,0.256882900827918,-1.96081723311021
"chr1",30500321,30503710,"LOC_00000227","protein_coding","Gskip:_GSK3B-interacting_protein_(Rattus_norvegicus)",420,5.42103333333333,1.26601333333333,4.28197175385199,2.09827527897609
"chr1",30506662,30580667,"LOC_00000228","protein_coding","ATG2B:_Autophagy-related_protein_2_homolog_B_(Homo_sapiens)",3034,12.58336,4.66282,2.69865875157094,1.43224255793035
